date,weekday,daytime,season,weather_conditions,light_conditions,road_surface_conditions,road_type,speed_limit,number_of_vehicles,urban_or_rural_area,IMD_Decile,IncScore,EmpScore,HDDScore,EduScore,CriScore,EnvScore,severity_numeric,severity_binary
2017-07-19,Wed,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.191,0.152,0.497,13.034,0.536,51.597,4,Not Severe
2017-03-09,Thu,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,2,0.191,0.152,0.497,13.034,0.536,51.597,4,Not Severe
2017-02-07,Tue,evening (19-23),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,7,0.104,0.056,-0.217,8.946,-0.889,14.835,3,Not Severe
2017-01-05,Thu,office hours (10-16),Winter,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,2,0.27,0.168,0.355,21.104,0.819,41.14,3,Not Severe
2017-10-10,Tue,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,1,Urban,3,0.208,0.1,-0.704,23.367,0.181,41.336,4,Not Severe
2017-09-16,Sat,evening (19-23),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,3,0.208,0.1,-0.704,23.367,0.181,41.336,5,Not Severe
2017-06-12,Mon,night (23-7),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,40,2,Rural,3,0.208,0.1,-0.704,23.367,0.181,41.336,6,Severe
2017-06-30,Fri,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.252,0.105,0.444,29.972,-0.226,25.527,4,Not Severe
2017-06-21,Wed,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.199,0.135,0.226,32.983,0.412,20.534,4,Not Severe
2017-03-06,Mon,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.224,0.15,0.06,39.252,0.035,14.302,4,Not Severe
2017-12-03,Sun,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,2,0.228,0.108,0.033,22.994,1.286,39.968,3,Not Severe
2017-12-06,Wed,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,8,0.077,0.045,-1.346,3.039,-0.038,22.824,5,Not Severe
2017-09-18,Mon,morning rush (7-10),Autumn,Fine no high winds,Daylight,Wet or damp,Single carriageway,20,2,Urban,4,0.138,0.086,0.3,11.585,0.462,55.164,3,Not Severe
2017-05-10,Wed,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.138,0.086,0.3,11.585,0.462,55.164,4,Not Severe
2017-10-26,Thu,afternoon rush (16-19),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,2,0.259,0.126,0.592,29.957,1.149,26.411,2,Not Severe
2017-11-20,Mon,afternoon rush (16-19),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,2,0.257,0.171,-0.279,31.003,0.914,32.24,6,Severe
2017-06-02,Fri,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,10,0.045,0.025,-1.48,1.747,-1.148,13.264,3,Not Severe
2017-10-24,Tue,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.205,0.112,-0.476,30.763,0.324,24.22,3,Not Severe
2017-02-27,Mon,afternoon rush (16-19),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,8,0.07,0.049,-1.25,4.963,-0.308,17.202,7,Severe
2017-10-10,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,5,0.151,0.073,-1.106,13.634,0.343,21.322,4,Not Severe
2017-09-02,Sat,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,5,0.117,0.082,-0.225,3.635,0.16,39.924,5,Not Severe
2017-10-18,Wed,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Wet or damp,Dual carriageway,30,2,Urban,10,0.047,0.023,-1.822,6.731,-0.692,23.329,4,Not Severe
2017-08-20,Sun,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,10,0.047,0.023,-1.822,6.731,-0.692,23.329,4,Not Severe
2017-11-24,Fri,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.233,0.146,-0.192,23.385,0.342,29.661,4,Not Severe
2017-10-25,Wed,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,3,0.233,0.146,-0.192,23.385,0.342,29.661,5,Not Severe
2017-06-18,Sun,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.178,0.115,0.022,23.275,0.901,32.419,4,Not Severe
2017-10-12,Thu,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,One way street,30,2,Urban,5,0.149,0.063,-0.65,13.843,0.884,24.254,3,Not Severe
2017-11-03,Fri,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,4,0.16,0.104,-0.404,21.677,0.314,22.608,4,Not Severe
2017-12-20,Wed,evening (19-23),Winter,Fine no high winds,Darkness,Wet or damp,Single carriageway,30,2,Urban,8,0.085,0.047,-0.676,1.885,-0.504,20.769,3,Not Severe
2017-11-27,Mon,night (23-7),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,7,0.064,0.054,-1.137,8.951,0.148,22.588,6,Severe
2017-01-29,Sun,evening (19-23),Winter,Raining + high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,3,0.158,0.109,0.154,16.445,0.693,32.336,6,Severe
2017-08-06,Sun,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.125,0.08,-0.46,15.949,0.199,22.052,4,Not Severe
2017-01-18,Wed,night (23-7),Winter,Fine no high winds,Darkness - lights lit,Wet or damp,Single carriageway,20,2,Urban,10,0.018,0.012,-2.291,1.094,-0.686,29.53,4,Not Severe
2017-07-15,Sat,night (23-7),Summer,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,2,0.268,0.127,0.676,14.539,0.093,29.045,5,Not Severe
2017-01-11,Wed,evening (19-23),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.226,0.116,-0.028,18.608,-0.493,24.375,4,Not Severe
2017-01-25,Wed,office hours (10-16),Winter,Fine no high winds,Daylight,Wet or damp,Single carriageway,20,2,Rural,2,0.256,0.146,0.197,31.712,0.739,15.091,5,Not Severe
2017-03-14,Tue,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Slip road,30,1,Urban,4,0.239,0.128,-0.208,12.502,-0.438,19.475,6,Severe
2017-03-03,Fri,afternoon rush (16-19),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,4,0.239,0.128,-0.208,12.502,-0.438,19.475,3,Not Severe
2017-08-25,Fri,evening (19-23),Summer,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,50,2,Urban,7,0.09,0.059,-1.603,3.428,-0.061,26.827,5,Not Severe
2017-08-13,Sun,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.09,0.059,-1.603,3.428,-0.061,26.827,3,Not Severe
2017-10-11,Wed,morning rush (7-10),Autumn,Raining no high winds,Daylight,Wet or damp,Roundabout,30,1,Urban,5,0.123,0.073,-0.712,14.858,0.068,20.767,8,Severe
2017-12-07,Thu,evening (19-23),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,4,0.206,0.131,-0.154,13.828,-0.151,27.529,4,Not Severe
2017-06-24,Sat,evening (19-23),Summer,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,4,0.206,0.131,-0.154,13.828,-0.151,27.529,4,Not Severe
2017-05-27,Sat,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,6,0.093,0.054,-0.187,1.487,0.713,39.527,4,Not Severe
2017-08-11,Fri,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,3,0.157,0.118,0.102,28.674,0.313,29.131,3,Not Severe
2017-11-22,Wed,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,7,0.069,0.056,-0.693,0.842,-0.048,23.943,6,Severe
2017-07-31,Mon,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.335,0.178,0.459,14.248,0.47,22.579,4,Not Severe
2017-11-30,Thu,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,7,0.076,0.041,-1.172,15.848,0.238,11.144,5,Not Severe
2017-03-13,Mon,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,10,0.025,0.016,-2.577,0.586,0.076,31.705,5,Not Severe
2017-09-29,Fri,morning rush (7-10),Autumn,Raining no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,2,0.183,0.121,-0.024,22.309,0.798,36.536,6,Severe
2017-09-03,Sun,night (23-7),Autumn,Fine + high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,2,0.221,0.127,0.544,17.496,1.258,43.131,3,Not Severe
2017-07-08,Sat,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.221,0.127,0.544,17.496,1.258,43.131,3,Not Severe
2017-01-17,Tue,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,2,0.221,0.127,0.544,17.496,1.258,43.131,4,Not Severe
2017-08-10,Thu,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,7,0.075,0.048,-0.35,0.771,0.101,35.163,4,Not Severe
2017-07-20,Thu,morning rush (7-10),Summer,Fine no high winds,Daylight,Wet or damp,Single carriageway,20,2,Urban,7,0.075,0.048,-0.35,0.771,0.101,35.163,5,Not Severe
2017-02-11,Sat,night (23-7),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,3,0.185,0.135,0.203,9.735,0.822,31.264,6,Severe
2017-10-09,Mon,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.226,0.116,-0.028,18.608,-0.493,24.375,5,Not Severe
2017-11-16,Thu,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.226,0.116,-0.028,18.608,-0.493,24.375,3,Not Severe
2017-06-20,Tue,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,6,0.071,0.065,-0.483,0.823,0.006,43.61,4,Not Severe
2017-02-10,Fri,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,3,0.174,0.097,-0.487,16.035,0.752,20.381,5,Not Severe
2017-05-10,Wed,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,40,2,Urban,7,0.097,0.068,-1.368,8.479,-0.463,9.391,4,Not Severe
2017-10-15,Sun,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.157,0.093,0.081,5.048,0.671,39.594,4,Not Severe
2017-06-22,Thu,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.157,0.093,0.081,5.048,0.671,39.594,4,Not Severe
2017-02-22,Wed,afternoon rush (16-19),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.102,0.066,-0.176,6.928,-0.095,21.48,6,Severe
2017-05-26,Fri,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,8,0.051,0.048,-1.587,1.228,0.657,32.718,3,Not Severe
2017-08-24,Thu,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.195,0.098,0.124,15.197,0.813,35.589,5,Not Severe
2017-10-13,Fri,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Roundabout,30,2,Urban,10,0.034,0.031,-1.036,0.334,-0.392,21.822,3,Not Severe
2017-01-03,Tue,morning rush (7-10),Winter,Fine no high winds,Daylight,Wet or damp,Roundabout,30,2,Urban,10,0.034,0.031,-1.036,0.334,-0.392,21.822,4,Not Severe
2017-05-16,Tue,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.186,0.108,-0.228,24.496,0.372,39.711,4,Not Severe
2017-03-16,Thu,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.186,0.108,-0.228,24.496,0.372,39.711,4,Not Severe
2017-06-27,Tue,afternoon rush (16-19),Summer,Raining no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,3,0.156,0.097,-0.048,18.019,1.2,30.529,7,Severe
2017-05-04,Thu,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.156,0.097,-0.048,18.019,1.2,30.529,4,Not Severe
2017-03-24,Fri,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Roundabout,20,2,Urban,3,0.156,0.097,-0.048,18.019,1.2,30.529,4,Not Severe
2017-09-19,Tue,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.205,0.133,0.349,34.34,0.551,32.489,4,Not Severe
2017-03-13,Mon,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.13,0.073,-1.044,4.839,-0.257,19.421,3,Not Severe
2017-03-17,Fri,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,7,0.087,0.069,-1.613,2.743,0.109,21.073,5,Not Severe
2017-07-11,Tue,evening (19-23),Summer,Raining + high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,2,0.254,0.155,0.264,15.281,0.577,26.808,7,Severe
2017-10-13,Fri,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,8,0.066,0.034,-1.457,1.599,-0.31,19.167,5,Not Severe
2017-08-20,Sun,evening (19-23),Summer,Raining no high winds,Darkness - lights lit,Wet or damp,Dual carriageway,30,2,Urban,9,0.035,0.02,-2.16,5.954,0.125,39.256,4,Not Severe
2017-07-25,Tue,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.242,0.153,0.188,32.474,0.567,34.399,4,Not Severe
2017-06-17,Sat,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.068,0.045,-0.897,15.533,-0.629,41.128,5,Not Severe
2017-10-17,Tue,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,9,0.037,0.046,-1.398,20.482,-0.327,17.621,4,Not Severe
2017-03-17,Fri,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.071,0.065,-0.483,0.823,0.006,43.61,3,Not Severe
2017-11-30,Thu,night (23-7),Autumn,Fine no high winds,Darkness - lights lit,Dry,Dual carriageway,40,2,Urban,10,0.01,0.013,-2.334,0.104,-0.677,32.946,4,Not Severe
2017-06-14,Wed,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,9,0.063,0.044,-0.79,5.149,-0.697,27.762,4,Not Severe
2017-10-20,Fri,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,9,0.063,0.044,-0.79,5.149,-0.697,27.762,4,Not Severe
2017-11-15,Wed,night (23-7),Autumn,Fine no high winds,Daylight,Wet or damp,Roundabout,30,2,Urban,7,0.051,0.036,-1.195,1.309,0.356,46.688,4,Not Severe
2017-11-15,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,7,0.051,0.036,-1.195,1.309,0.356,46.688,4,Not Severe
2017-11-06,Mon,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Roundabout,30,2,Urban,7,0.051,0.036,-1.195,1.309,0.356,46.688,4,Not Severe
2017-12-28,Thu,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,20,1,Urban,6,0.063,0.042,-0.664,3.239,0.828,35.744,4,Not Severe
2017-10-10,Tue,night (23-7),Autumn,Raining no high winds,Darkness - no lighting,Wet or damp,Roundabout,20,2,Urban,6,0.063,0.042,-0.664,3.239,0.828,35.744,5,Not Severe
2017-10-08,Sun,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,6,0.063,0.042,-0.664,3.239,0.828,35.744,4,Not Severe
2017-09-02,Sat,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,One way street,30,2,Urban,3,0.208,0.112,-0.069,16.998,0.441,25.882,4,Not Severe
2017-06-26,Mon,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.208,0.112,-0.069,16.998,0.441,25.882,3,Not Severe
2017-10-17,Tue,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,1,Urban,4,0.163,0.104,0.123,14.561,0.499,28.547,3,Not Severe
2017-09-28,Thu,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,8,0.062,0.038,-1.199,11.619,0.013,27.797,3,Not Severe
2017-12-13,Wed,morning rush (7-10),Winter,Fine no high winds,Darkness - no lighting,Dry,One way street,20,2,Urban,10,0.044,0.042,-1.395,0.403,0.082,19.699,3,Not Severe
2017-11-09,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.252,0.16,0.412,38.769,0.977,14.375,5,Not Severe
2017-04-24,Mon,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.224,0.161,0.537,14.837,0.493,32.002,4,Not Severe
2017-07-25,Tue,evening (19-23),Summer,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,4,0.139,0.085,-0.059,12.049,0.372,34.772,4,Not Severe
2017-11-08,Wed,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,4,0.115,0.06,-0.387,28.963,0.9,42.724,5,Not Severe
2017-05-30,Tue,night (23-7),Spring,Fine no high winds,Darkness - lights lit,Dry,One way street,20,2,Urban,4,0.115,0.06,-0.387,28.963,0.9,42.724,6,Severe
2017-04-05,Wed,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.21,0.138,0.316,15.693,0.195,52.945,3,Not Severe
2017-05-02,Tue,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Roundabout,30,2,Urban,6,0.126,0.086,-0.901,7.751,-0.061,22.706,6,Severe
2017-03-30,Thu,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Roundabout,30,2,Urban,6,0.126,0.086,-0.901,7.751,-0.061,22.706,5,Not Severe
2017-07-30,Sun,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.289,0.188,0.932,25.162,0.393,26.457,4,Not Severe
2017-12-07,Thu,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Wet or damp,One way street,30,2,Urban,5,0.142,0.09,-0.309,7.182,0.615,29.352,5,Not Severe
2017-03-30,Thu,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Roundabout,20,2,Urban,3,0.193,0.099,0.486,10.815,0.787,30.831,3,Not Severe
2017-07-15,Sat,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.147,0.085,0.044,28.946,0.574,33.853,4,Not Severe
2017-03-28,Tue,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,3,0.193,0.099,0.486,10.815,0.787,30.831,4,Not Severe
2017-07-05,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,3,0.221,0.113,0.473,22.899,0.505,34.391,4,Not Severe
2017-07-03,Mon,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Rural,5,0.164,0.121,-0.253,7.442,0.126,18.379,4,Not Severe
2017-04-11,Tue,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Rural,5,0.164,0.121,-0.253,7.442,0.126,18.379,5,Not Severe
2017-10-20,Fri,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,3,0.165,0.093,0.196,12.309,0.125,33.447,4,Not Severe
2017-07-18,Tue,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.103,0.057,-1.263,3.989,-0.042,16.589,2,Not Severe
2017-03-29,Wed,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,9,0.051,0.059,-1.346,3.825,-0.602,9.942,5,Not Severe
2017-10-10,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.061,0.046,-1.284,5.062,-0.166,25.328,4,Not Severe
2017-04-25,Tue,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,3,0.186,0.115,-0.239,21.169,0.212,28.763,3,Not Severe
2017-06-07,Wed,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,50,2,Urban,6,0.133,0.065,-0.602,12.126,-0.034,20.655,4,Not Severe
2017-12-07,Thu,morning rush (7-10),Winter,Raining no high winds,Daylight,Dry,Single carriageway,20,2,Urban,8,0.051,0.043,-1.003,1.335,0.264,35.425,4,Not Severe
2017-06-10,Sat,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,9,0.038,0.031,-1.047,0.296,-0.088,26.348,3,Not Severe
2017-10-07,Sat,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.248,0.132,0.095,22.664,0.943,40.134,3,Not Severe
2017-10-19,Thu,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,1,Urban,2,0.264,0.165,0.285,19.163,0.207,21.785,4,Not Severe
2017-11-24,Fri,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Slip road,60,2,Urban,3,0.184,0.11,-0.021,13.307,0.512,31.719,3,Not Severe
2017-11-08,Wed,morning rush (7-10),Autumn,Raining no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,2,0.265,0.21,0.644,38.038,0.659,17.952,5,Not Severe
2017-11-03,Fri,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,4,0.137,0.085,-0.405,15.061,0.514,18.451,5,Not Severe
2017-09-13,Wed,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,4,0.137,0.085,-0.405,15.061,0.514,18.451,6,Severe
2017-07-02,Sun,night (23-7),Summer,Fine no high winds,Darkness - lights lit,Dry,Roundabout,30,2,Urban,3,0.19,0.131,0.732,34.441,0.331,23.385,4,Not Severe
2017-10-18,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,8,0.043,0.053,-1.843,1.966,0.539,31.631,4,Not Severe
2017-03-23,Thu,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,5,0.125,0.06,-0.332,11.355,0.231,29.174,4,Not Severe
2017-09-28,Thu,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.094,0.065,-0.57,3.236,-0.756,40.805,4,Not Severe
2017-09-21,Thu,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,3,Urban,3,0.183,0.114,0.022,11.795,0.763,38.605,5,Not Severe
2017-05-01,Mon,evening (19-23),Spring,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,3,0.183,0.114,0.022,11.795,0.763,38.605,5,Not Severe
2017-03-18,Sat,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.105,0.075,-1.451,4.94,0.061,23.665,2,Not Severe
2017-11-27,Mon,morning rush (7-10),Autumn,Raining no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,8,0.061,0.037,-0.645,1.176,0.185,41.014,5,Not Severe
2017-11-01,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.304,0.172,0.789,14.764,-0.198,18.156,5,Not Severe
2017-11-22,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.141,0.106,0.482,2.962,0.763,30.318,3,Not Severe
2017-10-22,Sun,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,1,0.28,0.186,0.346,23.471,1.127,29.763,5,Not Severe
2017-09-14,Thu,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.231,0.138,-0.086,26.043,0.689,25.324,2,Not Severe
2017-03-19,Sun,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,1,Urban,5,0.126,0.066,-0.327,16.107,0.716,29.81,4,Not Severe
2017-07-30,Sun,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,7,0.093,0.053,-0.493,5.032,-0.109,36.896,4,Not Severe
2017-07-02,Sun,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.093,0.053,-0.493,5.032,-0.109,36.896,3,Not Severe
2017-02-08,Wed,afternoon rush (16-19),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.119,0.06,-0.676,8.715,-0.105,24.157,3,Not Severe
2017-11-07,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.161,0.081,0.456,6.559,0.397,30.05,5,Not Severe
2017-05-24,Wed,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,40,3,Urban,5,0.091,0.063,-0.753,11.459,0.829,29.361,4,Not Severe
2017-09-02,Sat,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.203,0.101,-0.174,20.009,0.723,37.229,5,Not Severe
2017-05-05,Fri,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,8,0.08,0.052,-1.443,2.175,-0.08,19.343,3,Not Severe
2017-05-31,Wed,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,6,0.086,0.043,0.026,2.089,0.654,31.935,5,Not Severe
2017-05-09,Tue,evening (19-23),Spring,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,6,0.086,0.043,0.026,2.089,0.654,31.935,4,Not Severe
